recall,precision
0.0002092487968194183,1.0
0.0004184975936388366,1.0
0.0006277463904582549,1.0
0.0008369951872776732,1.0
0.0010462439840970914,1.0
0.0012554927809165098,1.0
0.001464741577735928,1.0
0.0016739903745553464,1.0
0.0018832391713747645,1.0
0.002092487968194183,1.0
0.002301736765013601,1.0
0.0025109855618330196,1.0
0.002720234358652438,1.0
0.002929483155471856,1.0
0.003138731952291274,1.0
0.0033479807491106927,1.0
0.003557229545930111,1.0
0.003766478342749529,1.0
0.003975727139568948,1.0
0.004184975936388366,1.0
0.004394224733207784,1.0
0.004603473530027202,1.0
0.00481272232684662,1.0
0.005021971123666039,1.0
0.0052312199204854574,1.0
0.005440468717304876,1.0
0.005649717514124294,1.0
0.005858966310943712,1.0
0.00606821510776313,1.0
0.006277463904582548,1.0
0.006486712701401967,1.0
0.006695961498221385,1.0
0.006905210295040804,1.0
0.007114459091860222,1.0
0.00732370788867964,1.0
0.007532956685499058,1.0
0.007742205482318477,1.0
0.007951454279137895,1.0
0.008160703075957313,1.0
0.008369951872776732,1.0
0.00857920066959615,1.0
0.008788449466415568,1.0
0.008997698263234986,1.0
0.009206947060054404,1.0
0.009416195856873822,1.0
0.00962544465369324,1.0
0.00983469345051266,1.0
0.010043942247332079,1.0
0.010253191044151497,1.0
0.010462439840970915,1.0
0.010671688637790333,1.0
0.010880937434609751,1.0
0.01109018623142917,1.0
0.011299435028248588,1.0
0.011508683825068006,1.0
0.011717932621887424,1.0
0.011927181418706842,1.0
0.01213643021552626,1.0
0.012345679012345678,1.0
0.012554927809165096,1.0
0.012764176605984516,1.0
0.012973425402803935,1.0
0.013182674199623353,1.0
0.01339192299644277,1.0
0.013601171793262189,1.0
0.013810420590081607,1.0
0.014019669386901025,1.0
0.014228918183720443,1.0
0.014438166980539862,1.0
0.01464741577735928,1.0
0.014856664574178698,1.0
0.015065913370998116,1.0
0.015275162167817534,1.0
0.015484410964636954,1.0
0.015693659761456372,1.0
0.01590290855827579,1.0
0.01611215735509521,1.0
0.016321406151914627,1.0
0.016530654948734045,1.0
0.016739903745553463,1.0
0.01694915254237288,1.0
0.0171584013391923,1.0
0.017367650136011718,1.0
0.017576898932831136,1.0
0.017786147729650554,1.0
0.017995396526469972,1.0
0.01820464532328939,1.0
0.01841389412010881,1.0
0.018623142916928227,1.0
0.018623142916928227,0.9888888888888889
0.018832391713747645,0.989010989010989
0.019041640510567063,0.9891304347826086
0.01925088930738648,0.989247311827957
0.0194601381042059,0.9893617021276596
0.01966938690102532,0.9894736842105263
0.01987863569784474,0.9895833333333334
0.020087884494664157,0.9896907216494846
0.020297133291483575,0.9897959183673469
0.020506382088302993,0.98989898989899
0.02071563088512241,0.99
0.02092487968194183,0.9900990099009901
0.021134128478761248,0.9901960784313726
0.021343377275580666,0.9902912621359223
0.021552626072400084,0.9903846153846154
0.021761874869219502,0.9904761904761905
0.02197112366603892,0.9905660377358491
0.02218037246285834,0.9906542056074766
0.02218037246285834,0.9814814814814815
0.022389621259677757,0.981651376146789
0.022598870056497175,0.9818181818181818
0.022808118853316593,0.9819819819819819
0.02301736765013601,0.9821428571428571
0.02322661644695543,0.9823008849557522
0.023435865243774848,0.9824561403508771
0.023645114040594266,0.9826086956521739
0.023854362837413684,0.9827586206896551
0.024063611634233102,0.9829059829059829
0.02427286043105252,0.9830508474576272
0.02448210922787194,0.9831932773109243
0.024691358024691357,0.9833333333333333
0.024900606821510775,0.9834710743801653
0.025109855618330193,0.9836065573770492
0.025319104415149615,0.983739837398374
0.025528353211969033,0.9838709677419355
0.02573760200878845,0.984
0.02594685080560787,0.9841269841269841
0.026156099602427287,0.984251968503937
0.026365348399246705,0.984375
0.026574597196066124,0.9844961240310077
0.02678384599288554,0.9846153846153847
0.02699309478970496,0.9847328244274809
0.027202343586524378,0.9848484848484849
0.027411592383343796,0.9849624060150376
0.027620841180163214,0.9850746268656716
0.027830089976982633,0.9851851851851852
0.02803933877380205,0.9852941176470589
0.02824858757062147,0.9854014598540146
0.028457836367440887,0.9855072463768116
0.028667085164260305,0.9856115107913669
0.028876333961079723,0.9857142857142858
0.02908558275789914,0.9858156028368794
0.02929483155471856,0.9859154929577465
0.029504080351537978,0.986013986013986
0.029504080351537978,0.9791666666666666
0.029713329148357396,0.9793103448275862
0.029922577945176814,0.9794520547945206
0.030131826741996232,0.9795918367346939
0.03034107553881565,0.9797297297297297
0.03055032433563507,0.9798657718120806
0.030759573132454487,0.98
0.03096882192927391,0.9801324503311258
0.031178070726093327,0.9802631578947368
0.031387319522912745,0.9803921568627451
0.03159656831973216,0.9805194805194806
0.03180581711655158,0.9806451612903225
0.032015065913371,0.9807692307692307
0.03222431471019042,0.9808917197452229
0.032433563507009835,0.9810126582278481
0.032642812303829254,0.9811320754716981
0.03285206110064867,0.98125
0.03306130989746809,0.9813664596273292
0.03327055869428751,0.9814814814814815
0.033479807491106926,0.9815950920245399
0.033689056287926344,0.9817073170731707
0.03389830508474576,0.9818181818181818
0.03410755388156518,0.9819277108433735
0.0343168026783846,0.9820359281437125
0.03452605147520402,0.9821428571428571
0.034735300272023435,0.9822485207100592
0.03494454906884285,0.9823529411764705
0.03515379786566227,0.9824561403508771
0.03536304666248169,0.9825581395348837
0.03557229545930111,0.9826589595375722
0.035781544256120526,0.9827586206896551
0.035990793052939944,0.9828571428571429
0.03620004184975936,0.9829545454545454
0.03640929064657878,0.9830508474576272
0.0366185394433982,0.9831460674157303
